t,H_tank,H_pool,m_cw,T_cw_in,T_return,p_b,k_p,Paff_MW,lost_MW,pump,gen
2312.0,0.0,2.25078,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2316.0,0.0,2.24972,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2320.0,0.0,2.24865,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2324.0,0.0,2.24759,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2328.0,0.0,2.24652,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2332.0,0.0,2.24546,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2336.0,0.0,2.24439,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2340.0,0.0,2.24333,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2344.0,0.0,2.24227,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2348.0,0.0,2.2412,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2352.0,0.0,2.24014,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2356.0,0.0,2.23907,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2360.0,0.0,2.23801,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2364.0,0.0,2.23694,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2368.0,0.0,2.23588,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2372.0,0.0,2.23481,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2376.0,0.0,2.23375,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2380.0,0.0,2.23268,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2384.0,0.0,2.23162,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2388.0,0.0,2.23055,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2392.0,0.0,2.22949,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2396.0,0.0,2.22842,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2400.0,0.0,2.22736,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2404.0,0.0,2.22629,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2408.0,0.0,2.22523,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2412.0,0.0,2.22416,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2416.0,0.0,2.2231,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2420.0,0.0,2.22203,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2424.0,0.0,2.22097,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2428.0,0.0,2.21991,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2432.0,0.0,2.21884,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2436.0,0.0,2.21778,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2440.0,0.0,2.21671,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2444.0,0.0,2.21565,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2448.0,0.0,2.21458,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2452.0,0.0,2.21352,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2456.0,0.0,2.21245,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2460.0,0.0,2.21139,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2464.0,0.0,2.21032,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2468.0,0.0,2.20926,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2472.0,0.0,2.20819,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2476.0,0.0,2.20713,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2480.0,0.0,2.20606,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2484.0,0.0,2.205,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2488.0,0.0,2.20393,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2492.0,0.0,2.20287,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2496.0,0.0,2.2018,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2500.0,0.0,2.20074,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2504.0,0.0,2.19967,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2508.0,0.0,2.19861,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2512.0,0.0,2.19755,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2516.0,0.0,2.19648,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2520.0,0.0,2.19542,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2524.0,0.0,2.19435,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2528.0,0.0,2.19329,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2532.0,0.0,2.19222,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2536.0,0.0,2.19116,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2540.0,0.0,2.19009,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2544.0,0.0,2.18903,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2548.0,0.0,2.18796,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2552.0,0.0,2.1869,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2556.0,0.0,2.18583,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2560.0,0.0,2.18477,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2564.0,0.0,2.1837,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2568.0,0.0,2.18264,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2572.0,0.0,2.18157,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2576.0,0.0,2.18051,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2580.0,0.0,2.17944,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2584.0,0.0,2.17838,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2588.0,0.0,2.17731,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2592.0,0.0,2.17625,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2596.0,0.0,2.17518,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2600.0,0.0,2.17412,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2604.0,0.0,2.17306,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2608.0,0.0,2.17199,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2612.0,0.0,2.17093,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2616.0,0.0,2.16986,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2620.0,0.0,2.1688,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2624.0,0.0,2.16773,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2628.0,0.0,2.16667,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2632.0,0.0,2.1656,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2636.0,0.0,2.16454,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2640.0,0.0,2.16347,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2644.0,0.0,2.16241,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2648.0,0.0,2.16134,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2652.0,0.0,2.16028,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2656.0,0.0,2.15921,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2660.0,0.0,2.15815,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2664.0,0.0,2.15708,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2668.0,0.0,2.15602,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2672.0,0.0,2.15495,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2676.0,0.0,2.15389,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2680.0,0.0,2.15282,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2684.0,0.0,2.15176,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2688.0,0.0,2.1507,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2692.0,0.0,2.14963,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2696.0,0.0,2.14857,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2700.0,0.0,2.1475,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2704.0,0.0,2.14644,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2708.0,0.0,2.14537,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2712.0,0.0,2.14431,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2716.0,0.0,2.14324,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2720.0,0.0,2.14218,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2724.0,0.0,2.14111,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2728.0,0.0,2.14005,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2732.0,0.0,2.13898,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2736.0,0.0,2.13792,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2740.0,0.0,2.13685,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2744.0,0.0,2.13579,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2748.0,0.0,2.13472,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2752.0,0.0,2.13366,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2756.0,0.0,2.13259,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2760.0,0.0,2.13153,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2764.0,0.0,2.13046,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2768.0,0.0,2.1294,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2772.0,0.0,2.12834,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2776.0,0.0,2.12727,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2780.0,0.0,2.12621,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2784.0,0.0,2.12514,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2788.0,0.0,2.12408,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2792.0,0.0,2.12301,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2796.0,0.0,2.12195,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2800.0,0.0,2.12088,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2804.0,0.0,2.11982,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2808.0,0.0,2.11875,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2812.0,0.0,2.11769,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2816.0,0.0,2.11662,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2820.0,0.0,2.11556,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2824.0,0.0,2.11449,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2828.0,0.0,2.11343,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2832.0,0.0,2.11236,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2836.0,0.0,2.1113,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2840.0,0.0,2.11023,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2844.0,0.0,2.10917,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2848.0,0.0,2.1081,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2852.0,0.0,2.10704,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2856.0,0.0,2.10598,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2860.0,0.0,2.10491,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2864.0,0.0,2.10385,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2868.0,0.0,2.10278,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2872.0,0.0,2.10172,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2876.0,0.0,2.10065,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2880.0,0.0,2.09959,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2884.0,0.0,2.09852,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2888.0,0.0,2.09746,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2892.0,0.0,2.09639,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2896.0,0.0,2.09533,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2900.0,0.0,2.09426,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2904.0,0.0,2.0932,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2908.0,0.0,2.09213,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2912.0,0.0,2.09107,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2916.0,0.0,2.09,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2920.0,0.0,2.08894,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2924.0,0.0,2.08787,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2928.0,0.0,2.08681,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2932.0,0.0,2.08574,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2936.0,0.0,2.08468,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2940.0,0.0,2.08361,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2944.0,0.0,2.08255,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2948.0,0.0,2.08149,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2952.0,0.0,2.08042,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2956.0,0.0,2.07936,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2960.0,0.0,2.07829,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2964.0,0.0,2.07723,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2968.0,0.0,2.07616,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2972.0,0.0,2.0751,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2976.0,0.0,2.07403,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2980.0,0.0,2.07297,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2984.0,0.0,2.0719,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2988.0,0.0,2.07084,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2992.0,0.0,2.06977,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2996.0,0.0,2.06871,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3000.0,0.0,2.06764,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3004.0,0.0,2.06658,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3008.0,0.0,2.06551,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3012.0,0.0,2.06445,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3016.0,0.0,2.06338,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3020.0,0.0,2.06232,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3024.0,0.0,2.06125,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3028.0,0.0,2.06019,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3032.0,0.0,2.05913,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3036.0,0.0,2.05806,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3040.0,0.0,2.057,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3044.0,0.0,2.05593,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3048.0,0.0,2.05487,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3052.0,0.0,2.0538,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3056.0,0.0,2.05274,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3060.0,0.0,2.05167,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3064.0,0.0,2.05061,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3068.0,0.0,2.04954,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3072.0,0.0,2.04848,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3076.0,0.0,2.04741,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3080.0,0.0,2.04635,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3084.0,0.0,2.04528,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3088.0,0.0,2.04422,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3092.0,0.0,2.04315,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3096.0,0.0,2.04209,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3100.0,0.0,2.04102,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3104.0,0.0,2.03996,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3108.0,0.0,2.03889,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3112.0,0.0,2.03783,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3116.0,0.0,2.03677,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3120.0,0.0,2.0357,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3124.0,0.0,2.03464,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3128.0,0.0,2.03357,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3132.0,0.0,2.03251,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3136.0,0.0,2.03144,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3140.0,0.0,2.03038,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3144.0,0.0,2.02931,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3148.0,0.0,2.02825,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3152.0,0.0,2.02718,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3156.0,0.0,2.02612,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3160.0,0.0,2.02505,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3164.0,0.0,2.02399,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3168.0,0.0,2.02292,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3172.0,0.0,2.02186,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3176.0,0.0,2.02079,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3180.0,0.0,2.01973,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3184.0,0.0,2.01866,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3188.0,0.0,2.0176,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3192.0,0.0,2.01653,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3196.0,0.0,2.01547,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3200.0,0.0,2.0144,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3204.0,0.0,2.01334,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3208.0,0.0,2.01228,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3212.0,0.0,2.01121,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3216.0,0.0,2.01015,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3220.0,0.0,2.00908,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3224.0,0.0,2.00802,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3228.0,0.0,2.00695,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3232.0,0.0,2.00589,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3236.0,0.0,2.00482,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3240.0,0.0,2.00376,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3244.0,0.0,2.00269,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3248.0,0.0,2.00163,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3252.0,0.0,2.00056,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3256.0,0.0,1.9995,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3260.0,0.0,1.99843,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3264.0,0.0,1.99737,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3268.0,0.0,1.9963,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3272.0,0.0,1.99524,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3276.0,0.0,1.99417,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3280.0,0.0,1.99311,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3284.0,0.0,1.99204,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3288.0,0.0,1.99098,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3292.0,0.0,1.98992,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3296.0,0.0,1.98885,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3300.0,0.0,1.98779,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3304.0,0.0,1.98672,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3308.0,0.0,1.98566,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3312.0,0.0,1.98459,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3316.0,0.0,1.98353,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3320.0,0.0,1.98246,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3324.0,0.0,1.9814,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3328.0,0.0,1.98033,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3332.0,0.0,1.97927,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3336.0,0.0,1.9782,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3340.0,0.0,1.97714,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3344.0,0.0,1.97607,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3348.0,0.0,1.97501,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3352.0,0.0,1.97394,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3356.0,0.0,1.97288,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3360.0,0.0,1.97181,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3364.0,0.0,1.97075,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3368.0,0.0,1.96968,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3372.0,0.0,1.96862,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3376.0,0.0,1.96756,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3380.0,0.0,1.96649,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3384.0,0.0,1.96543,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3388.0,0.0,1.96436,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3392.0,0.0,1.9633,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3396.0,0.0,1.96223,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3400.0,0.0,1.96117,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3404.0,0.0,1.9601,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3408.0,0.0,1.95904,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3412.0,0.0,1.95797,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3416.0,0.0,1.95691,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3420.0,0.0,1.95584,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3424.0,0.0,1.95478,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3428.0,0.0,1.95371,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3432.0,0.0,1.95265,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3436.0,0.0,1.95158,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3440.0,0.0,1.95052,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3444.0,0.0,1.94945,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3448.0,0.0,1.94839,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3452.0,0.0,1.94732,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3456.0,0.0,1.94626,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3460.0,0.0,1.94519,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3464.0,0.0,1.94413,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
3468.0,0.0,1.94307,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
