t,H_tank,H_pool,m_cw,T_cw_in,T_return,p_b,k_p,Paff_MW,lost_MW,pump,gen
1152.0,0.0,2.55957,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1156.0,0.0,2.5585,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1160.0,0.0,2.55744,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1164.0,0.0,2.55637,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1168.0,0.0,2.55531,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1172.0,0.0,2.55424,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1176.0,0.0,2.55318,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1180.0,0.0,2.55211,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1184.0,0.0,2.55105,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1188.0,0.0,2.54998,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1192.0,0.0,2.54892,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1196.0,0.0,2.54785,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1200.0,0.0,2.54679,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1204.0,0.0,2.54572,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1208.0,0.0,2.54466,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1212.0,0.0,2.54359,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1216.0,0.0,2.54253,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1220.0,0.0,2.54147,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1224.0,0.0,2.5404,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1228.0,0.0,2.53934,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1232.0,0.0,2.53827,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1236.0,0.0,2.53721,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1240.0,0.0,2.53614,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1244.0,0.0,2.53508,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1248.0,0.0,2.53401,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1252.0,0.0,2.53295,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1256.0,0.0,2.53188,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1260.0,0.0,2.53082,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1264.0,0.0,2.52975,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1268.0,0.0,2.52869,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1272.0,0.0,2.52762,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1276.0,0.0,2.52656,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1280.0,0.0,2.52549,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1284.0,0.0,2.52443,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1288.0,0.0,2.52336,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1292.0,0.0,2.5223,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1296.0,0.0,2.52123,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1300.0,0.0,2.52017,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1304.0,0.0,2.51911,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1308.0,0.0,2.51804,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1312.0,0.0,2.51698,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1316.0,0.0,2.51591,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1320.0,0.0,2.51485,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1324.0,0.0,2.51378,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1328.0,0.0,2.51272,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1332.0,0.0,2.51165,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1336.0,0.0,2.51059,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1340.0,0.0,2.50952,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1344.0,0.0,2.50846,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1348.0,0.0,2.50739,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1352.0,0.0,2.50633,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1356.0,0.0,2.50526,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1360.0,0.0,2.5042,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1364.0,0.0,2.50313,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1368.0,0.0,2.50207,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1372.0,0.0,2.501,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1376.0,0.0,2.49994,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1380.0,0.0,2.49887,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1384.0,0.0,2.49781,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1388.0,0.0,2.49675,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1392.0,0.0,2.49568,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1396.0,0.0,2.49462,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1400.0,0.0,2.49355,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1404.0,0.0,2.49249,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1408.0,0.0,2.49142,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1412.0,0.0,2.49036,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1416.0,0.0,2.48929,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1420.0,0.0,2.48823,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1424.0,0.0,2.48716,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1428.0,0.0,2.4861,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1432.0,0.0,2.48503,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1436.0,0.0,2.48397,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1440.0,0.0,2.4829,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1444.0,0.0,2.48184,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1448.0,0.0,2.48077,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1452.0,0.0,2.47971,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1456.0,0.0,2.47864,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1460.0,0.0,2.47758,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1464.0,0.0,2.47651,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1468.0,0.0,2.47545,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1472.0,0.0,2.47438,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1476.0,0.0,2.47332,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1480.0,0.0,2.47226,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1484.0,0.0,2.47119,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1488.0,0.0,2.47013,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1492.0,0.0,2.46906,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1496.0,0.0,2.468,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1500.0,0.0,2.46693,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1504.0,0.0,2.46587,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1508.0,0.0,2.4648,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1512.0,0.0,2.46374,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1516.0,0.0,2.46267,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1520.0,0.0,2.46161,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1524.0,0.0,2.46054,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1528.0,0.0,2.45948,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1532.0,0.0,2.45841,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1536.0,0.0,2.45735,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1540.0,0.0,2.45628,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1544.0,0.0,2.45522,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1548.0,0.0,2.45415,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1552.0,0.0,2.45309,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1556.0,0.0,2.45202,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1560.0,0.0,2.45096,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1564.0,0.0,2.4499,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1568.0,0.0,2.44883,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1572.0,0.0,2.44777,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1576.0,0.0,2.4467,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1580.0,0.0,2.44564,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1584.0,0.0,2.44457,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1588.0,0.0,2.44351,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1592.0,0.0,2.44244,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1596.0,0.0,2.44138,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1600.0,0.0,2.44031,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1604.0,0.0,2.43925,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1608.0,0.0,2.43818,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1612.0,0.0,2.43712,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1616.0,0.0,2.43605,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1620.0,0.0,2.43499,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1624.0,0.0,2.43392,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1628.0,0.0,2.43286,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1632.0,0.0,2.43179,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1636.0,0.0,2.43073,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1640.0,0.0,2.42966,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1644.0,0.0,2.4286,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1648.0,0.0,2.42754,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1652.0,0.0,2.42647,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1656.0,0.0,2.42541,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1660.0,0.0,2.42434,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1664.0,0.0,2.42328,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1668.0,0.0,2.42221,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1672.0,0.0,2.42115,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1676.0,0.0,2.42008,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1680.0,0.0,2.41902,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1684.0,0.0,2.41795,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1688.0,0.0,2.41689,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1692.0,0.0,2.41582,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1696.0,0.0,2.41476,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1700.0,0.0,2.41369,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1704.0,0.0,2.41263,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1708.0,0.0,2.41156,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1712.0,0.0,2.4105,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1716.0,0.0,2.40943,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1720.0,0.0,2.40837,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1724.0,0.0,2.4073,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1728.0,0.0,2.40624,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1732.0,0.0,2.40517,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1736.0,0.0,2.40411,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1740.0,0.0,2.40305,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1744.0,0.0,2.40198,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1748.0,0.0,2.40092,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1752.0,0.0,2.39985,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1756.0,0.0,2.39879,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1760.0,0.0,2.39772,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1764.0,0.0,2.39666,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1768.0,0.0,2.39559,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1772.0,0.0,2.39453,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1776.0,0.0,2.39346,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1780.0,0.0,2.3924,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1784.0,0.0,2.39133,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1788.0,0.0,2.39027,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1792.0,0.0,2.3892,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1796.0,0.0,2.38814,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1800.0,0.0,2.38707,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1804.0,0.0,2.38601,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1808.0,0.0,2.38494,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1812.0,0.0,2.38388,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1816.0,0.0,2.38281,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1820.0,0.0,2.38175,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1824.0,0.0,2.38069,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1828.0,0.0,2.37962,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1832.0,0.0,2.37856,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1836.0,0.0,2.37749,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1840.0,0.0,2.37643,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1844.0,0.0,2.37536,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1848.0,0.0,2.3743,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1852.0,0.0,2.37323,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1856.0,0.0,2.37217,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1860.0,0.0,2.3711,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1864.0,0.0,2.37004,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1868.0,0.0,2.36897,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1872.0,0.0,2.36791,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1876.0,0.0,2.36684,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1880.0,0.0,2.36578,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1884.0,0.0,2.36471,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1888.0,0.0,2.36365,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1892.0,0.0,2.36258,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1896.0,0.0,2.36152,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1900.0,0.0,2.36045,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1904.0,0.0,2.35939,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1908.0,0.0,2.35833,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1912.0,0.0,2.35726,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1916.0,0.0,2.3562,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1920.0,0.0,2.35513,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1924.0,0.0,2.35407,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1928.0,0.0,2.353,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1932.0,0.0,2.35194,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1936.0,0.0,2.35087,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1940.0,0.0,2.34981,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1944.0,0.0,2.34874,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1948.0,0.0,2.34768,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1952.0,0.0,2.34661,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1956.0,0.0,2.34555,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1960.0,0.0,2.34448,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1964.0,0.0,2.34342,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1968.0,0.0,2.34235,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1972.0,0.0,2.34129,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1976.0,0.0,2.34022,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1980.0,0.0,2.33916,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1984.0,0.0,2.33809,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1988.0,0.0,2.33703,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1992.0,0.0,2.33597,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
1996.0,0.0,2.3349,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2000.0,0.0,2.33384,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2004.0,0.0,2.33277,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2008.0,0.0,2.33171,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2012.0,0.0,2.33064,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2016.0,0.0,2.32958,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2020.0,0.0,2.32851,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2024.0,0.0,2.32745,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2028.0,0.0,2.32638,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2032.0,0.0,2.32532,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2036.0,0.0,2.32425,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2040.0,0.0,2.32319,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2044.0,0.0,2.32212,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2048.0,0.0,2.32106,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2052.0,0.0,2.31999,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2056.0,0.0,2.31893,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2060.0,0.0,2.31786,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2064.0,0.0,2.3168,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2068.0,0.0,2.31573,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2072.0,0.0,2.31467,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2076.0,0.0,2.3136,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2080.0,0.0,2.31254,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2084.0,0.0,2.31148,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2088.0,0.0,2.31041,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2092.0,0.0,2.30935,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2096.0,0.0,2.30828,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2100.0,0.0,2.30722,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2104.0,0.0,2.30615,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2108.0,0.0,2.30509,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2112.0,0.0,2.30402,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2116.0,0.0,2.30296,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2120.0,0.0,2.30189,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2124.0,0.0,2.30083,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2128.0,0.0,2.29976,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2132.0,0.0,2.2987,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2136.0,0.0,2.29763,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2140.0,0.0,2.29657,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2144.0,0.0,2.2955,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2148.0,0.0,2.29444,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2152.0,0.0,2.29337,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2156.0,0.0,2.29231,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2160.0,0.0,2.29124,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2164.0,0.0,2.29018,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2168.0,0.0,2.28912,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2172.0,0.0,2.28805,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2176.0,0.0,2.28699,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2180.0,0.0,2.28592,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2184.0,0.0,2.28486,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2188.0,0.0,2.28379,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2192.0,0.0,2.28273,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2196.0,0.0,2.28166,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2200.0,0.0,2.2806,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2204.0,0.0,2.27953,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2208.0,0.0,2.27847,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2212.0,0.0,2.2774,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2216.0,0.0,2.27634,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2220.0,0.0,2.27527,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2224.0,0.0,2.27421,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2228.0,0.0,2.27314,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2232.0,0.0,2.27208,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2236.0,0.0,2.27101,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2240.0,0.0,2.26995,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2244.0,0.0,2.26888,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2248.0,0.0,2.26782,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2252.0,0.0,2.26676,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2256.0,0.0,2.26569,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2260.0,0.0,2.26463,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2264.0,0.0,2.26356,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2268.0,0.0,2.2625,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2272.0,0.0,2.26143,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2276.0,0.0,2.26037,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2280.0,0.0,2.2593,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2284.0,0.0,2.25824,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2288.0,0.0,2.25717,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2292.0,0.0,2.25611,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2296.0,0.0,2.25504,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2300.0,0.0,2.25398,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2304.0,0.0,2.25291,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
2308.0,0.0,2.25185,20.8565,20.0,27.9936,5.0,1.0,607.0,0.0,1,1
